,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8189,0.034,0.1057,0.034,0.0075
true_1,0.64,0.06,0.16,0.1,0.04
true_2,0.5479,0.0616,0.1507,0.1849,0.0548
true_3,0.029,0.0435,0.087,0.3043,0.5362
true_4,0.0,0.05,0.2,0.15,0.6
