,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.6151,0.1283,0.2075,0.0377,0.0113
true_1,0.52,0.06,0.34,0.06,0.02
true_2,0.411,0.1507,0.2603,0.1507,0.0274
true_3,0.029,0.0725,0.1594,0.3188,0.4203
true_4,0.05,0.1,0.05,0.35,0.45
