,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8528,0.0415,0.0755,0.0264,0.0038
true_1,0.74,0.06,0.1,0.1,0.0
true_2,0.6164,0.0548,0.1986,0.089,0.0411
true_3,0.058,0.0145,0.2174,0.3188,0.3913
true_4,0.2,0.05,0.1,0.15,0.5
