,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.6943,0.1019,0.1585,0.0415,0.0038
true_1,0.52,0.08,0.32,0.06,0.02
true_2,0.4863,0.1233,0.2603,0.1164,0.0137
true_3,0.087,0.029,0.2174,0.3043,0.3623
true_4,0.05,0.1,0.15,0.35,0.35
