,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7585,0.0566,0.1208,0.0528,0.0113
true_1,0.56,0.04,0.2,0.16,0.04
true_2,0.4521,0.0685,0.226,0.1644,0.089
true_3,0.0145,0.029,0.1014,0.2319,0.6232
true_4,0.05,0.05,0.15,0.1,0.65
