,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8453,0.0377,0.0943,0.0189,0.0038
true_1,0.7,0.06,0.2,0.02,0.02
true_2,0.5685,0.0753,0.1918,0.1164,0.0479
true_3,0.029,0.029,0.1449,0.3188,0.4783
true_4,0.1,0.05,0.15,0.15,0.55
