,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8566,0.0415,0.0642,0.034,0.0038
true_1,0.74,0.06,0.1,0.1,0.0
true_2,0.5411,0.1233,0.1301,0.1986,0.0068
true_3,0.0435,0.0435,0.087,0.4058,0.4203
true_4,0.1,0.1,0.1,0.15,0.55
