,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8528,0.034,0.0679,0.0415,0.0038
true_1,0.64,0.06,0.2,0.08,0.02
true_2,0.5068,0.0548,0.1849,0.1781,0.0753
true_3,0.029,0.029,0.1159,0.3478,0.4783
true_4,0.1,0.05,0.1,0.15,0.6
