,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7396,0.0604,0.1434,0.0491,0.0075
true_1,0.62,0.06,0.28,0.02,0.02
true_2,0.5342,0.1233,0.2123,0.1096,0.0205
true_3,0.1014,0.0435,0.2609,0.3043,0.2899
true_4,0.2,0.05,0.2,0.1,0.45
