,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8491,0.0453,0.0717,0.0264,0.0075
true_1,0.68,0.08,0.08,0.14,0.02
true_2,0.5616,0.0548,0.1986,0.1096,0.0753
true_3,0.0725,0.029,0.1159,0.2609,0.5217
true_4,0.15,0.0,0.1,0.15,0.6
