,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.6566,0.1094,0.1849,0.0377,0.0113
true_1,0.58,0.1,0.14,0.12,0.06
true_2,0.4041,0.1027,0.2466,0.1575,0.089
true_3,0.0145,0.0145,0.1159,0.2899,0.5652
true_4,0.0,0.0,0.2,0.2,0.6
