,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7849,0.0679,0.117,0.0264,0.0038
true_1,0.62,0.08,0.18,0.12,0.0
true_2,0.4863,0.0616,0.2534,0.1918,0.0068
true_3,0.087,0.0145,0.0725,0.4783,0.3478
true_4,0.05,0.05,0.2,0.2,0.5
