,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7472,0.0755,0.1547,0.0226,0.0
true_1,0.7,0.1,0.16,0.04,0.0
true_2,0.4932,0.1164,0.2808,0.0753,0.0342
true_3,0.1159,0.1014,0.2754,0.2029,0.3043
true_4,0.0,0.0,0.45,0.0,0.55
