,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.883,0.0302,0.0528,0.0264,0.0075
true_1,0.76,0.04,0.12,0.04,0.04
true_2,0.6164,0.0616,0.1644,0.1096,0.0479
true_3,0.0725,0.0145,0.2174,0.2029,0.4928
true_4,0.1,0.05,0.2,0.1,0.55
