,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7547,0.0717,0.1358,0.034,0.0038
true_1,0.6,0.22,0.12,0.06,0.0
true_2,0.5753,0.0822,0.2192,0.0959,0.0274
true_3,0.1014,0.058,0.2174,0.3478,0.2754
true_4,0.1,0.0,0.25,0.25,0.4
