,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7623,0.0679,0.1245,0.0415,0.0038
true_1,0.62,0.04,0.24,0.06,0.04
true_2,0.4452,0.0822,0.1986,0.1918,0.0822
true_3,0.029,0.0145,0.1014,0.3043,0.5507
true_4,0.1,0.0,0.15,0.1,0.65
