,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.6868,0.1019,0.166,0.0415,0.0038
true_1,0.52,0.08,0.22,0.16,0.02
true_2,0.3836,0.1027,0.2329,0.2192,0.0616
true_3,0.0435,0.0,0.0725,0.4348,0.4493
true_4,0.1,0.05,0.05,0.2,0.6
