,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8717,0.0264,0.0642,0.0302,0.0075
true_1,0.72,0.04,0.14,0.06,0.04
true_2,0.5753,0.0616,0.1644,0.1781,0.0205
true_3,0.1159,0.0145,0.0725,0.3478,0.4493
true_4,0.1,0.15,0.05,0.15,0.55
