,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8,0.0264,0.1396,0.0302,0.0038
true_1,0.56,0.1,0.14,0.18,0.02
true_2,0.5205,0.0411,0.2329,0.1849,0.0205
true_3,0.029,0.0145,0.2029,0.3188,0.4348
true_4,0.05,0.0,0.2,0.2,0.55
