,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.9321,0.0075,0.0566,0.0038,0.0
true_1,0.72,0.0,0.14,0.1,0.04
true_2,0.4726,0.0616,0.2603,0.1849,0.0205
true_3,0.0,0.0145,0.1449,0.3623,0.4783
true_4,0.0,0.0,0.05,0.2,0.75
