,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.683,0.1245,0.1245,0.0415,0.0264
true_1,0.5,0.16,0.18,0.12,0.04
true_2,0.4589,0.1438,0.1575,0.1712,0.0685
true_3,0.0435,0.0,0.2029,0.2754,0.4783
true_4,0.0,0.1,0.2,0.1,0.6
