,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7774,0.0717,0.1208,0.0264,0.0038
true_1,0.66,0.14,0.08,0.1,0.02
true_2,0.5548,0.0685,0.1986,0.1507,0.0274
true_3,0.029,0.0,0.1304,0.4348,0.4058
true_4,0.15,0.0,0.15,0.2,0.5
