,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8642,0.0415,0.0642,0.0226,0.0075
true_1,0.76,0.04,0.1,0.1,0.0
true_2,0.6233,0.089,0.1575,0.1027,0.0274
true_3,0.1304,0.0435,0.1739,0.3478,0.3043
true_4,0.2,0.05,0.1,0.15,0.5
