,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7736,0.0792,0.0943,0.0453,0.0075
true_1,0.64,0.08,0.16,0.1,0.02
true_2,0.4932,0.0548,0.1849,0.1781,0.089
true_3,0.029,0.0,0.087,0.3333,0.5507
true_4,0.05,0.05,0.1,0.25,0.55
