,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8226,0.0642,0.0792,0.0302,0.0038
true_1,0.74,0.02,0.2,0.02,0.02
true_2,0.5616,0.0959,0.1644,0.1233,0.0548
true_3,0.029,0.0,0.1594,0.3478,0.4638
true_4,0.1,0.1,0.1,0.15,0.55
