,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7547,0.0302,0.1811,0.0302,0.0038
true_1,0.58,0.04,0.22,0.16,0.0
true_2,0.4384,0.0822,0.2808,0.1849,0.0137
true_3,0.0145,0.029,0.1304,0.4928,0.3333
true_4,0.05,0.0,0.3,0.2,0.45
