,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8755,0.0377,0.0604,0.0226,0.0038
true_1,0.74,0.02,0.12,0.1,0.02
true_2,0.589,0.0274,0.1781,0.1233,0.0822
true_3,0.0725,0.0,0.087,0.2899,0.5507
true_4,0.1,0.1,0.1,0.05,0.65
