,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8415,0.0453,0.083,0.0264,0.0038
true_1,0.7,0.08,0.16,0.04,0.02
true_2,0.5479,0.089,0.1438,0.1507,0.0685
true_3,0.058,0.0,0.1884,0.3333,0.4203
true_4,0.15,0.0,0.15,0.15,0.55
