,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8189,0.0679,0.0868,0.0226,0.0038
true_1,0.7,0.06,0.1,0.12,0.02
true_2,0.5685,0.0479,0.1918,0.1712,0.0205
true_3,0.1014,0.0725,0.0725,0.3623,0.3913
true_4,0.0,0.1,0.2,0.2,0.5
