,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7472,0.0717,0.117,0.0491,0.0151
true_1,0.52,0.14,0.16,0.14,0.04
true_2,0.4315,0.0685,0.2466,0.2192,0.0342
true_3,0.0145,0.0145,0.1449,0.3043,0.5217
true_4,0.0,0.1,0.1,0.2,0.6
