,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7434,0.0679,0.1509,0.034,0.0038
true_1,0.6,0.06,0.18,0.16,0.0
true_2,0.4178,0.0822,0.2466,0.2123,0.0411
true_3,0.029,0.0,0.1304,0.3913,0.4493
true_4,0.05,0.1,0.15,0.2,0.5
