,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7736,0.0906,0.1245,0.0075,0.0038
true_1,0.72,0.06,0.14,0.06,0.02
true_2,0.5,0.0753,0.2877,0.1096,0.0274
true_3,0.1159,0.1159,0.2464,0.2319,0.2899
true_4,0.1,0.05,0.25,0.15,0.45
