,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7472,0.0981,0.1321,0.0189,0.0038
true_1,0.62,0.08,0.16,0.1,0.04
true_2,0.4932,0.0822,0.2534,0.1575,0.0137
true_3,0.058,0.0,0.1159,0.5072,0.3188
true_4,0.05,0.0,0.25,0.2,0.5
