,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8113,0.0604,0.0906,0.034,0.0038
true_1,0.68,0.04,0.14,0.12,0.02
true_2,0.5137,0.0685,0.1918,0.1918,0.0342
true_3,0.058,0.0145,0.1594,0.3333,0.4348
true_4,0.2,0.0,0.05,0.15,0.6
