,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.6755,0.1057,0.1736,0.0453,0.0
true_1,0.6,0.06,0.3,0.04,0.0
true_2,0.4384,0.1096,0.3288,0.1027,0.0205
true_3,0.0435,0.058,0.3188,0.2754,0.3043
true_4,0.0,0.05,0.35,0.05,0.55
