,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.6792,0.0868,0.166,0.0604,0.0075
true_1,0.56,0.12,0.14,0.16,0.02
true_2,0.3904,0.0685,0.3151,0.1712,0.0548
true_3,0.029,0.0,0.1014,0.3333,0.5362
true_4,0.1,0.05,0.15,0.1,0.6
