,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.766,0.0453,0.1434,0.0377,0.0075
true_1,0.66,0.04,0.16,0.08,0.06
true_2,0.4658,0.0959,0.226,0.1233,0.089
true_3,0.029,0.0145,0.0725,0.2319,0.6522
true_4,0.05,0.0,0.2,0.2,0.55
