,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7321,0.0679,0.1585,0.0377,0.0038
true_1,0.62,0.08,0.16,0.1,0.04
true_2,0.4589,0.0685,0.2329,0.1644,0.0753
true_3,0.029,0.0145,0.1014,0.2609,0.5942
true_4,0.05,0.0,0.25,0.1,0.6
