,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7925,0.0528,0.1321,0.0189,0.0038
true_1,0.64,0.04,0.14,0.18,0.0
true_2,0.5342,0.0753,0.2055,0.1438,0.0411
true_3,0.0725,0.0145,0.1014,0.3768,0.4348
true_4,0.05,0.05,0.15,0.05,0.7
