,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7358,0.0642,0.1396,0.0453,0.0151
true_1,0.54,0.1,0.22,0.08,0.06
true_2,0.4178,0.0822,0.2671,0.1781,0.0548
true_3,0.029,0.029,0.1159,0.3188,0.5072
true_4,0.05,0.0,0.3,0.1,0.55
