,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8566,0.0377,0.0868,0.0151,0.0038
true_1,0.68,0.1,0.14,0.08,0.0
true_2,0.5616,0.089,0.1918,0.1438,0.0137
true_3,0.1014,0.0,0.1449,0.4203,0.3333
true_4,0.05,0.05,0.2,0.15,0.55
