,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8113,0.0717,0.0943,0.0189,0.0038
true_1,0.74,0.06,0.08,0.1,0.02
true_2,0.5342,0.0959,0.1781,0.1644,0.0274
true_3,0.058,0.0725,0.1159,0.3913,0.3623
true_4,0.0,0.0,0.35,0.1,0.55
