,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8075,0.0415,0.1057,0.034,0.0113
true_1,0.66,0.06,0.12,0.14,0.02
true_2,0.4795,0.0685,0.1849,0.1918,0.0753
true_3,0.029,0.0435,0.1014,0.3188,0.5072
true_4,0.1,0.0,0.15,0.15,0.6
