,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8377,0.0528,0.083,0.0226,0.0038
true_1,0.68,0.08,0.16,0.04,0.04
true_2,0.5274,0.0959,0.1918,0.1507,0.0342
true_3,0.0725,0.029,0.1449,0.2754,0.4783
true_4,0.1,0.15,0.1,0.1,0.55
