,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7887,0.0943,0.0792,0.0264,0.0113
true_1,0.64,0.08,0.14,0.1,0.04
true_2,0.5068,0.0753,0.2192,0.1233,0.0753
true_3,0.029,0.0145,0.1159,0.2609,0.5797
true_4,0.05,0.0,0.15,0.2,0.6
