,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8566,0.034,0.0755,0.0264,0.0075
true_1,0.72,0.02,0.14,0.1,0.02
true_2,0.5959,0.0548,0.1233,0.1712,0.0548
true_3,0.0435,0.0435,0.087,0.3188,0.5072
true_4,0.05,0.0,0.25,0.1,0.6
