,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7925,0.0415,0.1019,0.0491,0.0151
true_1,0.62,0.06,0.12,0.18,0.02
true_2,0.4315,0.0753,0.274,0.137,0.0822
true_3,0.0435,0.0,0.1594,0.2609,0.5362
true_4,0.1,0.0,0.1,0.15,0.65
