,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7358,0.117,0.1208,0.0264,0.0
true_1,0.7,0.04,0.16,0.1,0.0
true_2,0.4521,0.1301,0.2534,0.1438,0.0205
true_3,0.1014,0.058,0.3333,0.2319,0.2754
true_4,0.15,0.1,0.2,0.15,0.4
