,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.7887,0.0264,0.1396,0.0377,0.0075
true_1,0.6,0.06,0.16,0.16,0.02
true_2,0.4658,0.0616,0.1986,0.226,0.0479
true_3,0.0435,0.0,0.1014,0.3478,0.5072
true_4,0.05,0.0,0.15,0.25,0.55
