,pred_0,pred_1,pred_2,pred_3,pred_4
true_0,0.8566,0.0264,0.083,0.0264,0.0075
true_1,0.7,0.04,0.12,0.12,0.02
true_2,0.5822,0.0753,0.1164,0.1712,0.0548
true_3,0.058,0.029,0.0725,0.3188,0.5217
true_4,0.05,0.05,0.2,0.1,0.6
