gamma_feat,run_name,n_seeds,val_QWK_mean,val_QWK_sd,val_MacroF1_mean,val_SER_mean,val_MAE_mean
2.0,featkd_gamma_feat2.0,3,0.5712106953799747,0.01451930089035751,0.2950834188887895,0.25,0.82
0.5,featkd_gamma_feat0.5,3,0.5500382590778671,0.019985590199458586,0.30840455925922045,0.24333333333333332,0.7883333333333334
1.0,featkd_gamma_feat1.0,3,0.5495944258100013,0.02614476055297032,0.2931097647371636,0.29000000000000004,0.8733333333333334
0.1,featkd_gamma_feat0.1,3,0.5480767883288475,0.03884902817792959,0.3021859052381138,0.24333333333333332,0.8099999999999999
