alpha,tau_kd,run_name,n_seeds,val_QWK_mean,val_QWK_sd,val_MacroF1_mean,val_SER_mean,val_MAE_mean
0.5,2.0,logitkd_alpha0.5_tau_kd2.0,3,0.6014525493509463,0.00982913276919017,0.325246477061329,0.22166666666666665,0.755
1.0,2.0,logitkd_alpha1.0_tau_kd2.0,3,0.5723481616066026,0.014737832115261355,0.28173658275516344,0.23666666666666666,0.7783333333333333
0.25,2.0,logitkd_alpha0.25_tau_kd2.0,3,0.5640851496100914,0.025940142572160232,0.2867673564743544,0.24166666666666667,0.7816666666666666
0.5,4.0,logitkd_alpha0.5_tau_kd4.0,3,0.5357038367218122,0.00803713046142738,0.27950002334735824,0.25333333333333335,0.8333333333333334
