csd_variant,beta,run_name,n_seeds,val_QWK_mean,val_QWK_sd,val_MacroF1_mean,val_SER_mean,val_MAE_mean
magnitude_weighted_direction,0.2,csd_beta0.2_csd_variantmagnitude_weighted_direction,3,0.5533049751926892,0.019344506569205572,0.3092133151396435,0.23666666666666666,0.765
smoothl1_norm,0.5,csd_beta0.5_csd_variantsmoothl1_norm,3,0.550804203291894,0.018657745893306,0.3149012402033249,0.255,0.8433333333333334
smoothl1_norm,0.2,csd_beta0.2_csd_variantsmoothl1_norm,3,0.5409211840236302,0.04087532157381108,0.3027689224733035,0.26666666666666666,0.855
smoothl1_norm,0.1,csd_beta0.1_csd_variantsmoothl1_norm,3,0.5395721068406667,0.02515307237498196,0.2855388958781906,0.27166666666666667,0.85
