L_task,L_total,epoch,val_QWK,learning_rate
0.6539159089326858,0.6539159089326858,0,0.15960995637669995,0.0009984894935292329
0.5988914966583252,0.5988914966583252,1,0.3682439687880307,0.0009939672868916176
0.5659162813425064,0.5659162813425064,2,0.3706498406296753,0.0009864612609948615
0.5601299500465393,0.5601299500465393,3,0.34325179113147863,0.0009760176929846252
0.5542565572261811,0.5542565572261811,4,0.40244393715590165,0.0009627009709305305
0.5440217173099517,0.5440217173099517,5,0.332419168591224,0.0009465931968523002
0.5147230255603791,0.5147230255603791,6,0.378801604762521,0.0009277936805335052
0.5126040148735046,0.5126040148735046,7,0.36852331606217603,0.0009064183272437243
0.504447135925293,0.504447135925293,8,0.38570364854802686,0.0008825989231440152
0.47946362614631655,0.47946362614631655,9,0.4190099930281198,0.0008564823227814083
0.4705025798082352,0.4705025798082352,10,0.4240683939176402,0.0008282295436817901
0.46951929450035096,0.46951929450035096,11,0.4545170365739293,0.0007980147736233119
0.4318473333120346,0.4318473333120346,12,0.32920185235630617,0.0007660242967108149
0.4458689731359482,0.4458689731359482,13,0.412823589919424,0.0007324553448723779
0.4353079903125763,0.4353079903125763,14,0.41565563095482905,0.000697514881858894
0.4315235322713852,0.4315235322713852,15,0.4149172321938226,0.0006614183272437242
0.45167277693748475,0.45167277693748475,16,0.4170377314272322,0.0006243882282893936
0.4258571809530258,0.4258571809530258,17,0.3934647748909772,0.0005866528878697131
0.383713004887104,0.383713004887104,18,0.4564218778710112,0.000548444956906644
0.3817638137936592,0.3817638137936592,19,0.4557843195091734,0.0005099999999999999
0.38020485937595366,0.38020485937595366,20,0.3399784482758621,0.00047155504309335594
0.36994517147541045,0.36994517147541045,21,0.43793689778953326,0.00043334711213028693
0.3865261751413345,0.3865261751413345,22,0.4620432889505899,0.0003956117717106063
0.37001039534807206,0.37001039534807206,23,0.40049931016358975,0.0003585816727562757
0.3680517607927322,0.3680517607927322,24,0.42028985507246386,0.00032248511814110596
0.3378660267591476,0.3378660267591476,25,0.44890999878212157,0.000287544655127622
0.35609876334667206,0.35609876334667206,26,0.4536618584783012,0.000253975703289185
0.3366135013103485,0.3366135013103485,27,0.43759428084213303,0.00022198522637668816
0.32871582806110383,0.32871582806110383,28,0.47217476202099096,0.00019177045631821
0.3276117366552353,0.3276117366552353,29,0.45607875101887274,0.00016351767721859168
0.3114642158150673,0.3114642158150673,30,0.3960883362476525,0.0001374010768559848
0.31664140075445174,0.31664140075445174,31,0.4028712997077881,0.00011358167275627576
0.3074853539466858,0.3074853539466858,32,0.4031915578148123,9.22063194664948e-05
0.32999953866004944,0.32999953866004944,33,0.44319319319319317,7.340680314769976e-05
0.3062173715233803,0.3062173715233803,34,0.42671357667902243,5.729902906946948e-05
0.3137207609415054,0.3137207609415054,35,0.41701851250405975,4.3982307015374766e-05
0.3015363162755966,0.3015363162755966,36,0.4239486275497355,3.3538739005138486e-05
