L_task,L_total,epoch,val_QWK,learning_rate
0.6515872639417648,0.6515872639417648,0,0.367988032909499,0.0009984894935292329
0.5934846943616867,0.5934846943616867,1,0.418037357122944,0.0009939672868916176
0.5769005411863327,0.5769005411863327,2,0.37424661419556116,0.0009864612609948615
0.5800663924217224,0.5800663924217224,3,0.3782192788815306,0.0009760176929846252
0.5475254392623902,0.5475254392623902,4,0.49120727129025876,0.0009627009709305305
0.5503558897972107,0.5503558897972107,5,0.3675172002817053,0.0009465931968523002
0.548273954987526,0.548273954987526,6,0.4552590266875981,0.0009277936805335052
0.5260867577791214,0.5260867577791214,7,0.3791289454367508,0.0009064183272437243
0.49013440549373627,0.49013440549373627,8,0.4300081204322569,0.0008825989231440152
0.5050843268632889,0.5050843268632889,9,0.41443143180959574,0.0008564823227814083
0.4747817873954773,0.4747817873954773,10,0.42428035043804757,0.0008282295436817901
0.4831927162408829,0.4831927162408829,11,0.46358803561134954,0.0007980147736233119
0.45563077330589297,0.45563077330589297,12,0.29669228199131314,0.0007660242967108149
