epoch,val_QWK,val_QWK_fakequant,train_total_loss,learning_rate
0,0.5422764709367779,0.5368699627090099,0.9716001689434052,0.0001
1,0.5433255269320844,0.5251136231208484,0.9375299596786499,0.0001
2,0.5372567631703844,0.580363979032923,0.9266146183013916,0.0001
3,0.5583353094617026,0.5203126850645505,0.9095951378345489,0.0001
4,0.5488227560654954,0.5254568032641476,0.9199176180362701,0.0001
5,0.5297761902104147,0.5505714778013899,0.9143093407154084,0.0001
6,0.5112300709880135,0.5268230376219228,0.8872958719730377,0.0001
7,0.5499273174549928,0.524984402472917,0.916698796749115,0.0001
