epoch,val_QWK,val_QWK_fakequant,train_total_loss,learning_rate
0,0.439377849959398,0.503858875413451,0.7875349020957947,1e-05
1,0.5049954586739327,0.5020646101530241,0.7892330646514892,1e-05
2,0.5218454017720745,0.5018735502289895,0.7416427099704742,1e-05
3,0.5003361652710715,0.5263849877487599,0.7807554066181183,1e-05
4,0.5209473934777434,0.5340332664857852,0.7731158149242401,1e-05
5,0.4938917975567191,0.49286250939143494,0.7479297268390656,1e-05
6,0.47865233807725827,0.47418738049713194,0.7544841647148133,1e-05
