L_task,L_aux,L_logit_KD,L_total,weighted_aux,weighted_logit_KD,epoch,val_QWK,learning_rate,gnorm_task,gnorm_aux,gnorm_logit_kd,ratio_aux_over_task,ratio_logit_kd_over_task
0.6682595413923264,1.3589220142364502,0.6301343643665314,1.662787744998932,0.6794610071182251,0.3150671821832657,0,0.24448217317487264,0.0009984894935292329,3.0187754806951865,0.2361323699278582,0.2789849319173187,0.07822124283104348,0.0924165886802128
0.5805381494760513,1.2226716077327728,0.6029326367378235,1.493340265750885,0.6113358038663864,0.30146631836891175,1,0.41544489383215377,0.0009939672868916176,2.601921463925034,1.6539814564893414,0.3298610488508271,0.6356769331516593,0.12677594363406622
0.5592276400327683,1.1644467616081238,0.5992210721969604,1.4410615706443786,0.5822233808040619,0.2996105360984802,2,0.4436251508245074,0.0009864612609948615,2.3213725348226952,1.5513385120630683,0.256101005656343,0.6682850291332315,0.11032309627799736
0.5555155462026596,1.1644462060928344,0.5957076215744018,1.4355924582481385,0.5822231030464172,0.2978538107872009,3,0.3847722637661455,0.0009760176929846252,2.2787662172503613,1.5055630505677704,0.22756596926347689,0.6606921935083079,0.0998636751505233
0.5303616899251938,1.1203842437267304,0.5916290652751922,1.3863683569431304,0.5601921218633652,0.2958145326375961,4,0.4984468030028476,0.0009627009709305305,4.272596731498677,3.1235674747321456,0.2681635374042768,0.7310700426521433,0.06276359653306537
0.5388887810707093,1.133727148771286,0.593593647480011,1.4025491714477538,0.566863574385643,0.2967968237400055,5,0.4620253164556962,0.0009465931968523002,4.3169171775210655,2.494332701172803,0.4266745832223407,0.5778041594499947,0.0988377968991643
0.5129129856824874,1.0814950394630432,0.5945871388912201,1.3509540748596192,0.5407475197315216,0.29729356944561003,6,0.4778029906324548,0.0009277936805335052,1.6594166169807676,1.252641323599947,0.21747405827739885,0.7548684946153368,0.13105452606174509
0.5110949856042862,1.0876507365703583,0.5890387046337128,1.3494397044181823,0.5438253682851791,0.2945193523168564,7,0.48914769719428275,0.0009064183272437243,2.955737970447631,1.5634684791212436,0.37364950598634317,0.5289604473580805,0.12641496293724436
0.46561647653579713,1.0368848359584808,0.5852789068222046,1.2766983616352081,0.5184424179792404,0.2926394534111023,8,0.5535714285714286,0.0008825989231440152,1.2304325366918574,1.1738037658833766,0.2327111298670764,0.9539765333573405,0.18912953203655022
0.46012058019638064,1.023833214044571,0.5868078756332398,1.265441119670868,0.5119166070222855,0.2934039378166199,9,0.47040498442367606,0.0008564823227814083,2.806535308951035,1.5581720355810202,0.5437475007871094,0.5551941679163835,0.19374333152086348
0.4625920134782791,1.0149309360980987,0.583765732049942,1.2619403326511383,0.5074654680490494,0.291882866024971,10,0.48631095683332404,0.0008282295436817901,3.1968782625217678,1.5167085572079497,0.4879865623949652,0.47443425512597925,0.1526447122231144
0.44597967505455016,1.003540531396866,0.5821697008609772,1.2388347911834716,0.501770265698433,0.2910848504304886,11,0.4967287367891293,0.0007980147736233119,2.290935287816367,1.589165572682703,0.2629506307808933,0.6936754526128216,0.1147787247327828
0.4436898458003998,0.980008316040039,0.5815972340106964,1.2244926226139068,0.4900041580200195,0.2907986170053482,12,0.4864168761881401,0.0007660242967108149,2.0479815522897358,1.4766033449387543,0.3417277596167072,0.7210042215897137,0.16686076065218466
0.44145590186119077,0.9787980532646179,0.583988139629364,1.2228489851951598,0.48939902663230894,0.291994069814682,13,0.5349273575296198,0.0007324553448723779,2.5028145831432953,3.2182415103803295,0.2758603391213978,1.2858489526373649,0.11022004625486224
0.4211217612028122,0.9438815021514892,0.5847837698459625,1.1854543900489807,0.4719407510757446,0.29239188492298124,14,0.5441795231416551,0.000697514881858894,2.7274553128935857,1.9962524094422462,0.47757094118119325,0.7319102168256614,0.17509762265345175
0.42531482219696043,0.9546348917484283,0.5773872768878937,1.1913259148597717,0.47731744587421415,0.28869363844394685,15,0.5468592143578772,0.0006614183272437242,7.52048715578143,3.546468027599506,0.3446384153948759,0.4715742416863425,0.04582660780557714
0.4323083555698395,0.9532570803165435,0.5848668766021728,1.201370326280594,0.4766285401582718,0.2924334383010864,16,0.49023593913632724,0.0006243882282893936,4.28887593566098,2.449710575903386,0.4992495824680544,0.5711777660749352,0.11640569462896169
