L_task,L_aux,L_logit_KD,L_CSD,L_total,weighted_aux,weighted_logit_KD,weighted_CSD,epoch,val_QWK,learning_rate,gnorm_task,gnorm_aux,gnorm_logit_kd,gnorm_csd,ratio_csd_over_task,ratio_aux_over_task,ratio_logit_kd_over_task,gradient_ratio_CSD_task
0.659439058303833,1.3316587615013122,0.6258090496063232,0.7923889386653901,1.7966507530212403,0.6658293807506561,0.3129045248031616,0.15847778773307802,0,0.4661440735234491,0.0009984894935292329,3.625029638962664,0.3557102666541555,0.3098873571583643,1.44363399264536,0.3982406039191639,0.09812616780588455,0.08548546854007004,0.3982406039191639
0.6048544591665268,1.243801076412201,0.6094516718387604,0.5863967323303223,1.6487601971626282,0.6219005382061005,0.3047258359193802,0.11727934646606447,1,0.37001482318063117,0.0009939672868916176,1.8271571522522463,0.8273181784056582,0.2266086224500425,0.5610434455142459,0.30705812295492774,0.45278983112419424,0.12402251342787525,0.30705812295492774
0.5673981422185898,1.1849855160713196,0.5982905077934265,0.5685446721315384,1.5727450942993164,0.5924927580356598,0.29914525389671326,0.11370893442630768,2,0.521296182643918,0.0009864612609948615,2.0475797302837035,1.631906636902126,0.29128631182280695,0.5739118067531815,0.2802878922197881,0.7969929633343343,0.14225883735547998,0.2802878922197881
0.5473951613903045,1.1522904133796692,0.5962993049621582,0.5579098701477051,1.5332719945907594,0.5761452066898346,0.2981496524810791,0.11158197402954102,3,0.4953511132860289,0.0009760176929846252,1.0437179593088868,0.7648861994717108,0.22395505747086586,0.4871699083511574,0.466763941356096,0.7328475980026169,0.21457430666342178,0.466763941356096
0.5358643609285355,1.1442337203025819,0.5919093573093415,0.5579656410217285,1.5155290317535401,0.5721168601512909,0.29595467865467073,0.1115931282043457,4,0.518765458651468,0.0009627009709305305,2.0261049023117668,1.2867106379643756,0.24994244114817385,0.6787978537955954,0.3350260161855852,0.63506614909043,0.12336105641074747,0.3350260161855852
0.5292534047365188,1.1519998967647553,0.5930963551998139,0.5793309354782105,1.5176677107810974,0.5759999483823777,0.2965481775999069,0.1158661870956421,5,0.3883376376240315,0.0009465931968523002,2.9292139324763102,1.859205121808623,0.3098537765972831,0.8057141037881381,0.27506154291264084,0.6347112790894317,0.1057805212387945,0.27506154291264084
0.502023274898529,1.0730961871147155,0.5899382615089417,0.5545494672656059,1.444450397491455,0.5365480935573578,0.29496913075447084,0.11090989345312119,6,0.4296945482665292,0.0009277936805335052,2.3581252952862344,3.15087192827274,0.19711603166288522,0.545325534854325,0.2312538421704739,1.3361766376753448,0.08359014343169532,0.2312538421704739
0.47596495449542997,1.0397137141227721,0.5859604406356812,0.4956898799538612,1.3879400086402893,0.5198568570613861,0.2929802203178406,0.09913797599077225,7,0.4486215538847118,0.0009064183272437243,1.6733048379402349,1.1788188178482202,0.26718608835003627,0.6864828231755834,0.41025568540195806,0.7044853938863254,0.1596756803015825,0.41025568540195806
0.4850970411300659,1.0607801640033723,0.5847939097881317,0.5146698960661888,1.410818065404892,0.5303900820016861,0.29239695489406586,0.10293397921323777,8,0.47495961227786754,0.0008825989231440152,2.06893048474226,2.219399249998978,0.23331531815926787,0.4877525163979317,0.2357510414172732,1.0727278013284545,0.11277097992411933,0.2357510414172732
0.46678887903690336,1.0297052907943725,0.5859144854545594,0.5156452739238739,1.377727837562561,0.5148526453971862,0.2929572427272797,0.1031290547847748,9,0.497968659315148,0.0008564823227814083,1.927649314012625,1.695544357029917,0.25508607526997895,0.5292087039819273,0.27453577792130573,0.8795917103305712,0.1323301253063441,0.27453577792130573
