L_task,L_aux,L_total,weighted_aux,epoch,val_QWK,learning_rate,gnorm_task,gnorm_aux,ratio_aux_over_task
0.736873426437378,1.3659565949440002,1.4198517251014708,0.6829782974720001,0,0.39711439367914814,0.0009984894935292329,3.376553157113045,0.24918467335990674,0.07379853411606284
0.5918801254034043,1.2281048202514648,1.2059325349330903,0.6140524101257324,1,0.2858755786383652,0.0009939672868916176,3.701331045980066,1.1586947639840905,0.3130481304131181
0.5605163961648941,1.167625527381897,1.144329160451889,0.5838127636909485,2,0.45597923737272916,0.0009864612609948615,2.2254586054160344,1.1441060281596376,0.514098993068332
0.5410404378175735,1.1339614069461823,1.1080211353302003,0.5669807034730912,3,0.4842454394693201,0.0009760176929846252,7.076432310288677,2.9447041886996796,0.4161283623695897
0.544302515387535,1.1339582633972167,1.1112816441059112,0.5669791316986084,4,0.4639436445652846,0.0009627009709305305,4.444899312424983,3.4976027063959427,0.7868800754651452
0.5186462128162384,1.0973210549354553,1.0673067486286163,0.5486605274677276,5,0.4684938524590164,0.0009465931968523002,1.9728715708882703,1.335584976076418,0.6769751238673286
0.5292657887935639,1.1125965809822083,1.0855640769004822,0.5562982904911041,6,0.4607447006899982,0.0009277936805335052,3.190911696980798,1.997936400985218,0.6261334034644837
0.5142458122968674,1.073425691127777,1.050958662033081,0.5367128455638885,7,0.41743292606121674,0.0009064183272437243,1.7110989349272845,1.836135253989727,1.0730736934669158
0.4750917088985443,1.046261875629425,0.9982226407527923,0.5231309378147125,8,0.5009796718099436,0.0008825989231440152,4.645240413167771,3.086506949927591,0.664445039524398
0.4825392520427704,1.040591949224472,1.0028352332115174,0.520295974612236,9,0.5041348007212585,0.0008564823227814083,2.6042302577046446,2.36482035274463,0.9080688413585097
0.4530426916480064,0.9968500924110413,0.9514677357673645,0.49842504620552064,10,0.5198538941911157,0.0008282295436817901,2.964822707606205,2.202925302390172,0.7430209222084688
0.4293631237745285,0.957342176437378,0.9080342125892639,0.478671088218689,11,0.5022246941045607,0.0007980147736233119,3.2723526060665575,2.511156021122449,0.7673855245510708
0.42185563504695894,0.9438629877567292,0.8937871301174164,0.4719314938783646,12,0.5355447459415108,0.0007660242967108149,1.7616055393304841,1.5844924572091537,0.899459284063875
0.4324722898006439,0.948882600069046,0.9069135904312133,0.474441300034523,13,0.4686800894854587,0.0007324553448723779,2.5917075925550606,1.361087522731103,0.5251701722219602
0.4086101096868515,0.9352391386032104,0.8762296772003174,0.4676195693016052,14,0.43352269100657426,0.000697514881858894,2.0854421242338357,2.0137952586382757,0.965644280048346
0.3993506079912186,0.9187258744239807,0.8587135469913483,0.45936293721199034,15,0.5204544043702277,0.0006614183272437242,2.2184696549831044,2.7556704271995356,1.2421492541084689
0.39368500739336015,0.9058105683326722,0.8465902924537658,0.4529052841663361,16,0.5147778892100761,0.0006243882282893936,1.8768464554306337,2.2658038935379823,1.2072398820808727
0.405526465177536,0.9181203877925873,0.8645866620540619,0.45906019389629366,17,0.5006539055998098,0.0005866528878697131,3.853577763462027,3.0986287996024817,0.8040914157701324
0.37986405968666076,0.8793920612335205,0.8195600831508636,0.43969603061676027,18,0.40703902065799547,0.000548444956906644,1.855466349853464,3.0024628989254136,1.618171571347836
0.3577203658223152,0.8310851585865021,0.7732629454135895,0.41554257929325106,19,0.4957632175677289,0.0005099999999999999,4.098649677887657,3.866358144347551,0.9433248626265069
0.35430543482303617,0.8179917478561402,0.7633013045787811,0.4089958739280701,20,0.5174346201743463,0.00047155504309335594,4.596416227484649,3.96927216783271,0.8635580355186547
