L_task,L_total,epoch,val_QWK,learning_rate
0.6577326017618179,0.6577326017618179,0,0.351467536317818,0.0009984894935292329
0.5913575798273086,0.5913575798273086,1,0.40774565680148334,0.0009939672868916176
0.5805052936077117,0.5805052936077117,2,0.4202691096478671,0.0009864612609948615
0.5647334802150726,0.5647334802150726,3,0.3782400419975064,0.0009760176929846252
0.5577568179368972,0.5577568179368972,4,0.39469121779159433,0.0009627009709305305
0.5444259750843048,0.5444259750843048,5,0.41123188405797106,0.0009465931968523002
0.5181291747093201,0.5181291747093201,6,0.33188484519283,0.0009277936805335052
0.5296536874771118,0.5296536874771118,7,0.3536280233527941,0.0009064183272437243
0.5050316888093949,0.5050316888093949,8,0.35096308703214585,0.0008825989231440152
0.5081183451414109,0.5081183451414109,9,0.4077620967741935,0.0008564823227814083
0.5074650925397873,0.5074650925397873,10,0.37003905757843014,0.0008282295436817901
