L_task,L_total,epoch,val_QWK,learning_rate
0.6616697591543198,0.6616697591543198,0,0.34698001646583343,0.0009984894935292329
0.5916847234964371,0.5916847234964371,1,0.3654451027722916,0.0009939672868916176
0.5571443814039231,0.5571443814039231,2,0.37314834886913784,0.0009864612609948615
0.5450736719369889,0.5450736719369889,3,0.444001858859457,0.0009760176929846252
0.5580308407545089,0.5580308407545089,4,0.42444237251667505,0.0009627009709305305
0.5409421533346176,0.5409421533346176,5,0.48330182734719596,0.0009465931968523002
0.531859684586525,0.531859684586525,6,0.42375263527758267,0.0009277936805335052
0.5187203502655029,0.5187203502655029,7,0.41840671811166585,0.0009064183272437243
0.5130034923553467,0.5130034923553467,8,0.41003448509026974,0.0008825989231440152
0.4999586397409439,0.4999586397409439,9,0.5085412147505423,0.0008564823227814083
0.4833773225545883,0.4833773225545883,10,0.5219482862297053,0.0008282295436817901
0.45339681446552277,0.45339681446552277,11,0.5462878093492208,0.0007980147736233119
0.4536833316087723,0.4536833316087723,12,0.5212926608275446,0.0007660242967108149
0.45689005494117735,0.45689005494117735,13,0.4217411828174523,0.0007324553448723779
0.4424829149246216,0.4424829149246216,14,0.5107940916550942,0.000697514881858894
0.41544374644756316,0.41544374644756316,15,0.48280046108111385,0.0006614183272437242
0.41704064726829526,0.41704064726829526,16,0.4011879398282653,0.0006243882282893936
0.4275259429216385,0.4275259429216385,17,0.4688749286122217,0.0005866528878697131
0.3916311937570572,0.3916311937570572,18,0.4404037870712898,0.000548444956906644
0.3809768933057785,0.3809768933057785,19,0.4991652754590985,0.0005099999999999999
