L_task,L_total,epoch,val_QWK,learning_rate
0.6664156478643417,0.6664156478643417,0,0.30285477865122046,0.0009984894935292329
0.6097416371107102,0.6097416371107102,1,0.3228282530076021,0.0009939672868916176
0.5905390882492065,0.5905390882492065,2,0.4480611378431927,0.0009864612609948615
0.5830389249324799,0.5830389249324799,3,0.3594622019279554,0.0009760176929846252
0.5448956173658371,0.5448956173658371,4,0.4622394960798767,0.0009627009709305305
0.5467314356565476,0.5467314356565476,5,0.40753929273084477,0.0009465931968523002
0.5299542540311813,0.5299542540311813,6,0.45228740760471475,0.0009277936805335052
0.5356267988681793,0.5356267988681793,7,0.38098616530684637,0.0009064183272437243
0.525978724360466,0.525978724360466,8,0.43720798527537874,0.0008825989231440152
0.5097649663686752,0.5097649663686752,9,0.4490494046444312,0.0008564823227814083
0.4884438180923462,0.4884438180923462,10,0.4546536224219988,0.0008282295436817901
0.49989465773105624,0.49989465773105624,11,0.484771110705818,0.0007980147736233119
0.4807880449295044,0.4807880449295044,12,0.4099843569339592,0.0007660242967108149
0.48639956057071687,0.48639956057071687,13,0.3289987829094869,0.0007324553448723779
0.470443103313446,0.470443103313446,14,0.436993927125506,0.000697514881858894
0.4432472848892212,0.4432472848892212,15,0.374428702010969,0.0006614183272437242
0.43687951505184175,0.43687951505184175,16,0.4343598055105349,0.0006243882282893936
0.44244284331798556,0.44244284331798556,17,0.4348363187152563,0.0005866528878697131
0.42980363726615906,0.42980363726615906,18,0.4593331255842942,0.000548444956906644
0.4296518909931183,0.4296518909931183,19,0.2875343659894052,0.0005099999999999999
