L_task,L_aux,L_logit_KD,L_feat_KD,L_total,weighted_aux,weighted_logit_KD,weighted_feat_KD,epoch,val_QWK,learning_rate,gnorm_task,gnorm_aux,gnorm_logit_kd,gnorm_feat_kd,ratio_aux_over_task,ratio_logit_kd_over_task,ratio_feat_kd_over_task
0.6544632428884506,1.3426553845405578,0.6249858367443085,0.4563992139697075,2.0946830797195433,0.6713276922702789,0.31249291837215426,0.4563992139697075,0,0.3047449014626107,0.0009984894935292329,2.5076484650850848,0.2564086090725275,0.2545432813151509,0.29126467632233144,0.10225061951170557,0.10150676414946153,0.11615052124638563
0.5579807937145234,1.1943783473968506,0.5985391223430634,0.2667212089896202,1.7211607265472413,0.5971891736984253,0.2992695611715317,0.2667212089896202,1,0.41435768261964745,0.0009939672868916176,2.9397225945499716,1.4505021211299332,0.25142764641756304,1.455572269971844,0.4934146248421728,0.08552767763995532,0.49513932799998456
0.5541292196512222,1.1569422674179077,0.5952699697017669,0.2643493112921715,1.6945846438407899,0.5784711337089539,0.29763498485088347,0.2643493112921715,2,0.37723598780972567,0.0009864612609948615,2.109800359014381,1.1365711234673048,0.2965490596791551,1.376148804358069,0.5387102711454026,0.1405578771527424,0.6522649398926796
0.532443060874939,1.1311611449718475,0.5921225452423096,0.24233579516410828,1.6364207029342652,0.5655805724859237,0.2960612726211548,0.24233579516410828,3,0.48778079486546533,0.0009760176929846252,3.69217231328851,2.3442264815206046,0.3467544109042057,1.308405079690691,0.6349179514410774,0.09391609640108094,0.35437270221154243
0.5250906598567963,1.1194319832324982,0.5879111659526824,0.22950988203287126,1.60827210187912,0.5597159916162491,0.2939555829763412,0.22950988203287126,4,0.4276196244700182,0.0009627009709305305,3.2320723366336477,2.468671432939282,0.2067008459707683,1.6094719477230073,0.7638045117240528,0.06395303831165386,0.4979690366086752
0.5283481788635254,1.1146608483791351,0.5913758480548859,0.22528352946043015,1.6066500687599181,0.5573304241895676,0.2956879240274429,0.22528352946043015,5,0.3974097613622737,0.0009465931968523002,4.403773050062132,2.2905761705454735,0.3909026179170079,1.1306731024926462,0.5201394677941353,0.08876538674296414,0.2567509927598775
0.5162165039777755,1.0901386392116548,0.5887523436546326,0.2140992361307144,1.569761209487915,0.5450693196058274,0.2943761718273163,0.2140992361307144,6,0.4749862561847168,0.0009277936805335052,2.0667997977178,1.6722134767060903,0.32204005822213555,1.9998982616002299,0.8090834335055483,0.15581579724254782,0.9676303741700363
0.504183229804039,1.0847322714328766,0.5884011542797088,0.20291600868105888,1.5436659502983092,0.5423661357164383,0.2942005771398544,0.20291600868105888,7,0.48665029520873615,0.0009064183272437243,2.259541436537193,1.2551116759161873,0.2505301639628814,1.3287077756921881,0.5554718562009109,0.11087655216751657,0.5880431109634652
0.473365792632103,1.041390153169632,0.580362399816513,0.18936301484704018,1.473605077266693,0.520695076584816,0.2901811999082565,0.18936301484704018,8,0.5166073546856464,0.0008825989231440152,1.9748222879047281,1.4289522824799548,0.3519856091148452,1.448111123110878,0.7235852518132467,0.17823659945032286,0.7332868035671773
0.4812287908792496,1.0502768552303314,0.5821356511116028,0.1802856907248497,1.4777207350730897,0.5251384276151657,0.2910678255558014,0.1802856907248497,9,0.4920004671260072,0.0008564823227814083,3.745691046524078,1.8420323488584518,0.347552864244404,2.0226791820262155,0.4917737010284975,0.09278738153455708,0.5400016063533107
0.4596342134475708,1.0063494062423706,0.5790575182437897,0.1756283587217331,1.4279660344123841,0.5031747031211853,0.28952875912189485,0.1756283587217331,10,0.527601758291945,0.0008282295436817901,2.1069994006771613,1.212757544779846,0.29040309552240906,1.7771259704789517,0.5755851398866474,0.13782780167335473,0.843439238714452
0.4577101016044617,1.0176133275032044,0.5796464264392853,0.18995427921414376,1.446294252872467,0.5088066637516022,0.28982321321964266,0.18995427921414376,11,0.494841584762835,0.0007980147736233119,3.0762166261780215,1.7788957445549716,0.3875175926445001,2.9040287386055375,0.5782738866362354,0.12597214037099946,0.9440260851244358
0.44461597919464113,1.0011867892742157,0.5772424161434173,0.1751835885643959,1.409014163017273,0.5005933946371078,0.28862120807170866,0.1751835885643959,12,0.4929797191887676,0.0007660242967108149,2.9793268088379934,3.187244819424177,0.3649786968879957,1.2605700226964724,1.0697869095694394,0.12250374675423603,0.4231056555987975
0.44508068442344667,0.9945038056373596,0.5789398396015167,0.1789914147555828,1.410793912410736,0.4972519028186798,0.28946991980075837,0.1789914147555828,13,0.4601638123603873,0.0007324553448723779,2.395315245506096,2.477823127433212,0.30589877615163275,1.518276041776014,1.0344455211404473,0.12770710524451268,0.6338522850486946
0.4109034210443497,0.9210083091259003,0.5807553505897523,0.18217239126563073,1.3439576292037965,0.46050415456295013,0.2903776752948761,0.18217239126563073,14,0.49512739227427494,0.000697514881858894,3.9071573446567993,1.3969598007859132,0.5566520123889712,1.9848775840853705,0.3575386598382873,0.1424698222481918,0.5080106606916595
0.4228827756643295,0.952359904050827,0.5774147033691406,0.1713857227563858,1.3591558039188385,0.4761799520254135,0.2887073516845703,0.1713857227563858,15,0.4846432602625794,0.0006614183272437242,1.7177839619890718,2.574752225741123,0.1894571216796814,0.7931135022440284,1.4988801168918486,0.11029158839060502,0.461707362388958
0.4156912189722061,0.939036602973938,0.5761029231548309,0.17564166188240052,1.348902643918991,0.469518301486969,0.28805146157741546,0.17564166188240052,16,0.46231472721538946,0.0006243882282893936,6.524090240160686,3.804807730129322,0.6347086859178069,2.6559498907087793,0.5831936086211479,0.0972869262308325,0.4070988893377668
0.42700897991657255,0.961567509174347,0.5813295948505401,0.1913841535151005,1.3898416876792907,0.4807837545871735,0.29066479742527007,0.1913841535151005,17,0.5286411507834575,0.0005866528878697131,1.8872041639421802,1.841224451661433,0.5097781669790418,3.9654572729760624,0.9756360688688286,0.2701234856933371,2.1012338509748836
0.4140715831518173,0.9288473296165466,0.5771949970722199,0.1657624500989914,1.3328551733493805,0.4644236648082733,0.28859749853610994,0.1657624500989914,18,0.4875160587611015,0.000548444956906644,2.2910642019399847,1.5488592697053296,0.5199611438114572,2.0496463848273496,0.676043590744343,0.22695179967945647,0.8946263413708739
0.41294157922267916,0.9228026962280274,0.579481018781662,0.1655496035516262,1.329633047580719,0.4614013481140137,0.289740509390831,0.1655496035516262,19,0.49957947855340623,0.0005099999999999999,3.2136348717474394,2.1304479502941445,0.32497421628155004,1.6445963627340883,0.6629402640056916,0.10112356544875391,0.5117558242824972
0.37673614382743836,0.8811611616611481,0.5721752071380615,0.15428063839673997,1.2576849746704102,0.44058058083057405,0.28608760356903074,0.15428063839673997,20,0.500875656742557,0.00047155504309335594,1.8083839654679599,2.924473805707295,0.3348178478548233,0.991654563343577,1.6171752578830911,0.18514754291585508,0.5483650498344051
